Tab. 102 Obce České republiky k 1. 1. 2019;;;;;;;;;;;;;;Souhrn
;;;;;;;;;;;;;;
"Kód
okresu";"Kód
SOORP";Název obce;"Kód
obce";Typ obce;"Správní obvod obce
s rozšířenou působností";"Počet
částí
obce";"Počet
katas-
trů";"Katastr.
výměra
v ha";Počet obyvatel;;;Počet dokončených bytů;;Stavební úřad
;;;;;;;;;celkem;"ve věku
0 - 14 let";"ve věku
65 a více let";2009-2013;2014-2018;
CZ0523;5211;Slavoňov;574457;obec;Nové Město nad Metují;2;2;393;283;49;49;4;5;Nové Město nad Metují
CZ0523;5209;Stárkov;574465;město;Náchod;5;4;1 653;644;90;153;5;5;Hronov
CZ0523;5209;Studnice;574481;obec;Náchod;7;5;1 038;1 114;179;195;18;15;Náchod
CZ0523;5209;Suchý Důl;574490;obec;Náchod;2;2;1 328;418;76;73;2;2;Police nad Metují
CZ0523;5206;Šestajovice;547654;obec;Jaroměř;2;2;752;177;20;41;1;1;Jaroměř
CZ0523;5201;Šonov;574511;obec;Broumov;1;1;2 072;306;46;53;3;7;Broumov
CZ0523;5201;Teplice nad Metují;574538;město;Broumov;10;10;5 606;1 626;259;377;10;5;Teplice nad Metují
CZ0523;5206;Velichovky;574554;obec;Jaroměř;2;2;799;736;108;146;10;2;Jaroměř
CZ0523;5209;Velká Jesenice;574562;obec;Náchod;3;3;1 472;738;107;144;7;12;Česká Skalice
CZ0523;5209;Velké Petrovice;574571;obec;Náchod;3;2;609;421;67;77;16;11;Police nad Metují
CZ0523;5209;Velké Poříčí;547646;městys;Náchod;1;1;745;2 356;368;563;44;22;Hronov
CZ0523;5206;Velký Třebešov;574589;obec;Jaroměř;1;1;314;326;56;65;6;3;Česká Skalice
CZ0523;5201;Vernéřovice;547743;obec;Broumov;1;1;941;315;42;60;0;0;Meziměstí
CZ0523;5209;Vestec;547565;obec;Náchod;3;1;393;182;33;21;1;2;Česká Skalice
CZ0523;5206;Vlkov;574601;obec;Jaroměř;1;1;526;390;73;65;3;3;Jaroměř
CZ0523;5211;Vršovka;574627;obec;Nové Město nad Metují;1;1;217;144;29;25;5;1;Nové Město nad Metují
CZ0523;5209;Vysoká Srbská;574635;obec;Náchod;3;2;745;279;54;47;10;4;Hronov
CZ0523;5209;Vysokov;574643;obec;Náchod;1;1;568;516;95;94;14;12;Náchod
CZ0523;5209;Zábrodí;574651;obec;Náchod;3;2;822;577;131;75;17;14;Červený  Kostelec
CZ0523;5206;Zaloňov;574660;obec;Jaroměř;4;4;932;459;85;59;7;9;Jaroměř
CZ0523;5209;Žďár nad Metují;574686;obec;Náchod;1;1;816;665;123;109;11;9;Police nad Metují
CZ0523;5209;Žďárky;574694;obec;Náchod;1;1;460;552;79;107;8;11;Hronov
CZ0523;5209;Žernov;574708;městys;Náchod;2;1;470;275;62;38;6;10;Česká Skalice
CZ0524;5208;Albrechtice nad Orlicí;576077;obec;Kostelec nad Orlicí;1;1;523;1 003;151;216;13;6;Týniště nad Orlicí
CZ0524;5202;Bačetín;576085;obec;Dobruška;2;2;813;395;65;78;10;3;Dobruška
CZ0524;5213;Bartošovice v Orlických horách;576093;obec;Rychnov nad Kněžnou;1;6;3 561;199;31;26;6;1;"Rokytnice v Orlických
     horách"
CZ0524;5213;Bílý Újezd;576107;obec;Rychnov nad Kněžnou;4;3;1 384;686;133;131;11;12;Rychnov nad Kněžnou
CZ0524;5202;Bohdašín;576115;obec;Dobruška;2;1;536;214;24;65;2;2;Dobruška
CZ0524;5208;Bolehošť;576123;obec;Kostelec nad Orlicí;3;1;1 071;558;84;107;5;17;Týniště nad Orlicí
CZ0524;5208;Borohrádek;576131;město;Kostelec nad Orlicí;2;2;1 398;2 079;316;484;10;20;Týniště nad Orlicí
CZ0524;5208;Borovnice;576140;obec;Kostelec nad Orlicí;4;2;819;396;67;68;9;13;Kostelec nad Orlicí
CZ0524;5202;Bystré;576166;obec;Dobruška;1;1;329;265;46;62;4;4;Dobruška
CZ0524;5213;Byzhradec;576174;obec;Rychnov nad Kněžnou;1;1;532;220;39;40;3;3;Rychnov nad Kněžnou
CZ0524;5208;Častolovice;576182;městys;Kostelec nad Orlicí;1;1;562;1 685;281;316;32;13;Kostelec nad Orlicí
CZ0524;5208;Čermná nad Orlicí;576191;obec;Kostelec nad Orlicí;4;3;1 098;1 016;164;222;9;7;Týniště nad Orlicí
CZ0524;5213;Černíkovice;576204;obec;Rychnov nad Kněžnou;2;2;1 250;783;144;153;22;17;Rychnov nad Kněžnou
CZ0524;5202;České Meziříčí;576212;obec;Dobruška;3;2;2 190;1 928;387;319;42;23;Opočno
CZ0524;5208;Čestice;576221;obec;Kostelec nad Orlicí;2;1;496;597;101;98;6;7;Kostelec nad Orlicí
CZ0524;5202;Deštné v Orlických horách;576247;obec;Dobruška;1;2;3 212;566;71;125;38;22;Dobruška
CZ0524;5202;Dobré;576263;obec;Dobruška;6;4;1 734;873;157;162;11;15;Dobruška
CZ0524;5202;Dobruška;576271;město;Dobruška;8;7;3 444;6 727;1 021;1 498;52;34;Dobruška
CZ0524;5202;Dobřany;576280;obec;Dobruška;1;1;406;132;26;27;1;1;Dobruška
CZ0524;5208;Doudleby nad Orlicí;576301;městys;Kostelec nad Orlicí;2;2;890;1 791;252;401;8;21;Kostelec nad Orlicí
CZ0524;5208;Hřibiny-Ledská;548642;obec;Kostelec nad Orlicí;3;2;513;356;78;62;15;7;Kostelec nad Orlicí
CZ0524;5208;Chleny;576310;obec;Kostelec nad Orlicí;1;1;409;214;21;52;1;9;Kostelec nad Orlicí
CZ0524;5202;Chlístov;548791;obec;Dobruška;1;1;138;85;9;17;0;1;Dobruška
CZ0524;5213;Jahodov;548782;obec;Rychnov nad Kněžnou;1;1;425;102;23;15;4;2;Rychnov nad Kněžnou
CZ0524;5202;Janov;576328;obec;Dobruška;2;2;340;116;19;24;0;1;Dobruška
CZ0524;5213;Javornice;576336;obec;Rychnov nad Kněžnou;3;1;1 841;1 050;197;167;24;32;Rychnov nad Kněžnou
CZ0524;5208;Kostelec nad Orlicí;576361;město;Kostelec nad Orlicí;4;2;2 620;6 201;970;1 397;68;40;Kostelec nad Orlicí
CZ0524;5208;Kostelecké Horky;576387;obec;Kostelec nad Orlicí;1;1;1 325;147;25;23;1;3;Kostelec nad Orlicí
CZ0524;5202;Kounov;576395;obec;Dobruška;5;3;1 135;238;39;45;3;4;Dobruška
CZ0524;5202;Králova Lhota;576409;obec;Dobruška;1;1;525;239;45;41;5;4;Opočno
CZ0524;5208;Krchleby;548685;obec;Kostelec nad Orlicí;1;1;169;88;17;13;2;1;Kostelec nad Orlicí
CZ0524;5213;Kvasiny;576425;obec;Rychnov nad Kněžnou;1;1;666;1 552;220;267;68;60;Rychnov nad Kněžnou
CZ0524;5213;Lhoty u Potštejna;576441;obec;Rychnov nad Kněžnou;1;1;572;322;59;61;5;4;Vamberk
CZ0524;5213;Libel;548651;obec;Rychnov nad Kněžnou;1;1;362;159;24;20;0;13;Rychnov nad Kněžnou
CZ0524;5213;Liberk;576450;obec;Rychnov nad Kněžnou;6;7;5 406;704;122;112;9;9;Rychnov nad Kněžnou
CZ0524;5213;Lično;576468;obec;Rychnov nad Kněžnou;3;3;629;652;101;106;11;19;Rychnov nad Kněžnou
CZ0524;5208;Lípa nad Orlicí;576476;obec;Kostelec nad Orlicí;2;1;1 057;585;109;94;21;12;Týniště nad Orlicí
CZ0524;5213;Lukavice;576492;obec;Rychnov nad Kněžnou;1;1;1 092;626;97;113;9;12;Rychnov nad Kněžnou
CZ0524;5213;Lupenice;576506;obec;Rychnov nad Kněžnou;1;1;442;268;52;46;10;4;Vamberk
CZ0524;5202;Mokré;576522;obec;Dobruška;1;1;589;158;22;34;2;0;Opočno
CZ0524;5208;Nová Ves;576549;obec;Kostelec nad Orlicí;1;1;842;195;35;33;8;9;Týniště nad Orlicí
CZ0524;5202;Očelice;576557;obec;Dobruška;2;2;565;235;30;50;1;0;Opočno
CZ0524;5202;Ohnišov;576565;obec;Dobruška;2;2;1 050;492;85;97;11;7;Dobruška
CZ0524;5208;Olešnice;576581;obec;Kostelec nad Orlicí;2;2;780;479;74;84;8;10;Kostelec nad Orlicí
CZ0524;5202;Olešnice v Orlických horách;576573;obec;Dobruška;1;1;1 430;419;52;89;7;12;Dobruška
CZ0524;5202;Opočno;576590;město;Dobruška;3;2;1 401;3 136;490;723;113;77;Opočno
CZ0524;5213;Orlické Záhoří;576603;obec;Rychnov nad Kněžnou;1;5;2 915;201;42;31;3;7;"Rokytnice v Orlických
     horách"
CZ0524;5213;Osečnice;576611;obec;Rychnov nad Kněžnou;4;2;784;288;49;53;1;4;Rychnov nad Kněžnou
CZ0524;5213;Pěčín;576620;obec;Rychnov nad Kněžnou;1;1;1 479;508;83;80;2;4;"Rokytnice v Orlických
     horách"
CZ0524;5202;Podbřezí;576654;obec;Dobruška;3;2;787;571;132;91;14;5;Dobruška
CZ0524;5202;Pohoří;576662;obec;Dobruška;1;1;629;707;124;99;7;6;Dobruška
CZ0524;5213;Polom;548723;obec;Rychnov nad Kněžnou;1;1;468;141;31;22;2;3;Vamberk
CZ0524;5213;Potštejn;576671;obec;Rychnov nad Kněžnou;2;1;905;988;184;230;17;17;Vamberk
CZ0524;5213;Proruby;548758;obec;Rychnov nad Kněžnou;1;1;253;51;5;14;0;1;Vamberk
CZ0524;5202;Přepychy;576689;obec;Dobruška;1;1;937;637;94;164;7;4;Opočno
CZ0524;5202;Rohenice;548669;obec;Dobruška;1;1;347;277;49;46;7;8;Opočno
CZ0524;5213;Rokytnice v Orlických horách;576701;město;Rychnov nad Kněžnou;2;6;4 020;2 022;302;360;5;12;"Rokytnice v Orlických
     horách"
CZ0524;5213;Rybná nad Zdobnicí;576727;obec;Rychnov nad Kněžnou;1;1;917;418;63;77;2;0;Vamberk
CZ0524;5213;Rychnov nad Kněžnou;576069;město;Rychnov nad Kněžnou;8;7;3 499;10 998;1 668;2 242;115;82;Rychnov nad Kněžnou
CZ0524;5213;Říčky v Orlických horách;576735;obec;Rychnov nad Kněžnou;1;1;1 478;92;16;10;51;28;"Rokytnice v Orlických
     horách"
CZ0524;5202;Sedloňov;576743;obec;Dobruška;2;2;1 901;214;35;48;5;1;Dobruška
CZ0524;5202;Semechnice;576751;obec;Dobruška;3;1;776;432;76;67;11;7;Opočno
CZ0524;5213;Skuhrov nad Bělou;576778;obec;Rychnov nad Kněžnou;7;3;1 663;1 110;169;229;10;4;Rychnov nad Kněžnou
CZ0524;5213;Slatina nad Zdobnicí;576786;obec;Rychnov nad Kněžnou;1;1;1 631;874;141;175;5;8;Rychnov nad Kněžnou
CZ0524;5202;Sněžné;576794;obec;Dobruška;1;1;612;135;22;39;0;1;Dobruška
CZ0524;5213;Solnice;576808;město;Rychnov nad Kněžnou;2;2;1 266;2 188;350;463;36;10;Rychnov nad Kněžnou
CZ0524;5208;Svídnice;548693;obec;Kostelec nad Orlicí;2;1;462;162;24;31;1;6;Kostelec nad Orlicí
CZ0524;5213;Synkov-Slemeno;576816;obec;Rychnov nad Kněžnou;3;2;724;424;71;66;7;16;Rychnov nad Kněžnou
CZ0524;5202;Trnov;576824;obec;Dobruška;4;4;1 479;739;132;143;12;8;Opočno
CZ0524;5213;Třebešov;576832;obec;Rychnov nad Kněžnou;1;1;313;280;62;40;3;5;Rychnov nad Kněžnou
CZ0524;5208;Tutleky;576841;obec;Kostelec nad Orlicí;2;1;558;349;52;59;5;1;Kostelec nad Orlicí
CZ0524;5208;Týniště nad Orlicí;576859;město;Kostelec nad Orlicí;6;5;5 246;6 058;899;1 288;63;36;Týniště nad Orlicí
CZ0524;5202;Val;576875;obec;Dobruška;2;2;605;302;49;60;3;3;Dobruška
CZ0524;5213;Vamberk;576883;město;Rychnov nad Kněžnou;3;3;2 103;4 532;684;987;44;32;Vamberk
CZ0524;5213;Voděrady;576891;obec;Rychnov nad Kněžnou;6;6;1 506;718;111;131;7;8;Rychnov nad Kněžnou
CZ0524;5208;Vrbice;548707;obec;Kostelec nad Orlicí;2;1;243;149;26;29;4;5;Kostelec nad Orlicí
CZ0524;5213;Záměl;576921;obec;Rychnov nad Kněžnou;1;1;551;632;99;137;15;5;Vamberk
CZ0524;5208;Zdelov;576930;obec;Kostelec nad Orlicí;1;1;335;252;48;48;5;4;Kostelec nad Orlicí
CZ0524;5213;Zdobnice;576948;obec;Rychnov nad Kněžnou;1;5;3 304;192;40;26;2;4;Rychnov nad Kněžnou
CZ0524;5208;Žďár nad Orlicí;576956;obec;Kostelec nad Orlicí;3;1;936;516;94;65;3;12;Týniště nad Orlicí
CZ0525;5214;Batňovice;579041;obec;Trutnov;1;1;447;764;119;154;14;22;Rtyně v Podkrkonoší
CZ0525;5214;Bernartice;579050;obec;Trutnov;2;3;1 793;933;159;154;8;2;Žacléř
CZ0525;5203;Bílá Třemešná;579068;obec;Dvůr Králové nad Labem;2;2;992;1 347;206;292;10;8;Dvůr Králové nad Lab.
CZ0525;5203;Bílé Poličany;579076;obec;Dvůr Králové nad Labem;1;1;537;165;20;45;1;0;Dvůr Králové nad Lab.
CZ0525;5203;Borovnice;579092;obec;Dvůr Králové nad Labem;1;1;977;370;50;82;1;0;Mostek
CZ0525;5203;Borovnička;548821;obec;Dvůr Králové nad Labem;1;1;579;188;31;47;1;2;Mostek
CZ0525;5215;Čermná;579106;obec;Vrchlabí;1;1;932;403;61;72;2;8;Hostinné
CZ0525;5215;Černý Důl;579114;městys;Vrchlabí;3;3;2 216;679;103;158;67;19;Rudník
CZ0525;5215;Dolní Branná;579122;obec;Vrchlabí;1;1;791;981;144;192;12;17;Vrchlabí
CZ0525;5203;Dolní Brusnice;554863;obec;Dvůr Králové nad Labem;1;1;386;388;63;67;7;6;Dvůr Králové nad Lab.
CZ0525;5215;Dolní Dvůr;579149;obec;Vrchlabí;1;1;1 529;268;45;37;5;3;Vrchlabí
CZ0525;5215;Dolní Kalná;579157;obec;Vrchlabí;2;2;970;692;111;133;6;8;Vrchlabí
CZ0525;5215;Dolní Lánov;579165;obec;Vrchlabí;1;1;1 577;780;142;133;11;9;Vrchlabí
CZ0525;5214;Dolní Olešnice;579173;obec;Trutnov;1;2;1 260;373;63;65;3;2;Hostinné
CZ0525;5203;Doubravice;579181;obec;Dvůr Králové nad Labem;3;2;566;379;49;95;3;1;Dvůr Králové nad Lab.
CZ0525;5203;Dubenec;579190;obec;Dvůr Králové nad Labem;1;1;1 214;650;94;120;1;2;Dvůr Králové nad Lab.
CZ0525;5203;Dvůr Králové nad Labem;579203;město;Dvůr Králové nad Labem;6;8;3 584;15 594;2 202;3 712;122;81;Dvůr Králové nad Lab.
CZ0525;5214;Hajnice;579211;obec;Trutnov;3;6;3 170;1 033;175;172;16;11;Trutnov
CZ0525;5214;Havlovice;579220;obec;Trutnov;1;1;870;991;156;169;12;19;Úpice
CZ0525;5203;Horní Brusnice;579238;obec;Dvůr Králové nad Labem;1;1;1 410;429;60;88;4;5;Mostek
CZ0525;5215;Horní Kalná;579254;obec;Vrchlabí;1;1;892;366;70;69;4;3;Vrchlabí
CZ0525;5214;Horní Maršov;579262;obec;Trutnov;6;8;2 847;973;145;185;27;14;Horní Maršov
CZ0525;5214;Horní Olešnice;579271;obec;Trutnov;2;4;1 273;313;41;60;1;2;Hostinné
CZ0525;5215;Hostinné;579297;město;Vrchlabí;1;1;807;4 361;649;978;8;28;Hostinné
CZ0525;5203;Hřibojedy;579301;obec;Dvůr Králové nad Labem;2;2;570;221;40;50;3;3;Dvůr Králové nad Lab.
CZ0525;5214;Chotěvice;579319;obec;Trutnov;1;1;2 012;1 067;181;207;2;7;Hostinné
CZ0525;5203;Choustníkovo Hradiště;579327;obec;Dvůr Králové nad Labem;1;1;1 249;589;75;124;7;4;Dvůr Králové nad Lab.
CZ0525;5214;Chvaleč;579335;obec;Trutnov;2;2;1 722;674;100;132;11;8;Trutnov
CZ0525;5214;Janské Lázně;579351;město;Trutnov;1;2;1 373;699;94;165;14;10;Janské Lázně
CZ0525;5214;Jívka;579378;obec;Trutnov;1;6;3 200;571;105;122;9;4;Trutnov
CZ0525;5215;Klášterská Lhota;579386;obec;Vrchlabí;1;1;300;233;45;53;6;1;Hostinné
CZ0525;5203;Kocbeře;579394;obec;Dvůr Králové nad Labem;3;1;1 093;508;83;104;3;5;Dvůr Králové nad Lab.
CZ0525;5203;Kohoutov;579408;obec;Dvůr Králové nad Labem;1;2;1 080;270;47;64;4;2;Dvůr Králové nad Lab.
CZ0525;5214;Královec;530808;obec;Trutnov;1;1;994;190;20;31;0;0;Žacléř
CZ0525;5203;Kuks;579416;obec;Dvůr Králové nad Labem;2;2;483;269;39;51;4;2;Dvůr Králové nad Lab.
CZ0525;5215;Kunčice nad Labem;579424;obec;Vrchlabí;1;1;306;573;85;92;3;4;Vrchlabí
CZ0525;5214;Lampertice;548804;obec;Trutnov;1;1;584;382;42;83;1;0;Žacléř
CZ0525;5215;Lánov;579432;obec;Vrchlabí;2;2;1 695;1 807;337;305;50;21;Vrchlabí
CZ0525;5203;Lanžov;579441;obec;Dvůr Králové nad Labem;5;2;793;190;30;54;4;1;Dvůr Králové nad Lab.
CZ0525;5214;Libňatov;579475;obec;Trutnov;1;1;582;366;54;87;2;4;Úpice
CZ0525;5203;Libotov;579483;obec;Dvůr Králové nad Labem;1;1;424;187;29;41;2;0;Dvůr Králové nad Lab.
CZ0525;5203;Litíč;546470;obec;Dvůr Králové nad Labem;2;1;452;174;32;26;8;2;Dvůr Králové nad Lab.
CZ0525;5214;Malá Úpa;579505;obec;Trutnov;2;2;2 667;139;24;14;23;12;Trutnov
CZ0525;5214;Malé Svatoňovice;579513;obec;Trutnov;4;4;674;1 504;228;319;11;8;Rtyně v Podkrkonoší
CZ0525;5214;Maršov u Úpice;579530;obec;Trutnov;1;1;331;190;37;46;1;2;Úpice
CZ0525;5214;Mladé Buky;579548;městys;Trutnov;4;4;2 678;2 329;349;402;48;39;Trutnov
CZ0525;5203;Mostek;579556;obec;Dvůr Králové nad Labem;4;3;1 331;1 206;162;331;12;11;Mostek
CZ0525;5203;Nemojov;579564;obec;Dvůr Králové nad Labem;4;4;814;751;156;127;24;18;Dvůr Králové nad Lab.
CZ0525;5214;Pec pod Sněžkou;579581;město;Trutnov;2;3;5 210;657;89;118;0;25;Pec pod Sněžkou
CZ0525;5214;Pilníkov;579599;město;Trutnov;1;3;1 699;1 269;222;240;33;14;Trutnov
CZ0525;5215;Prosečné;579602;obec;Vrchlabí;1;1;835;587;109;105;11;6;Hostinné
CZ0525;5214;Radvanice;579629;obec;Trutnov;1;2;1 076;972;158;193;2;8;Trutnov
CZ0525;5214;Rtyně v Podkrkonoší;579637;město;Trutnov;1;1;1 389;2 997;449;677;26;42;Rtyně v Podkrkonoší
CZ0525;5215;Rudník;579645;obec;Vrchlabí;3;4;4 267;2 176;327;432;36;6;Rudník
CZ0525;5203;Stanovice;548812;obec;Dvůr Králové nad Labem;1;1;270;55;6;17;1;0;Dvůr Králové nad Lab.
CZ0525;5214;Staré Buky;579661;obec;Trutnov;3;3;1 790;578;98;108;28;18;Trutnov
CZ0525;5215;Strážné;579696;obec;Vrchlabí;1;1;1 768;226;49;44;7;12;Vrchlabí
CZ0525;5214;Suchovršice;579726;obec;Trutnov;1;1;429;369;72;70;8;2;Úpice
CZ0525;5214;Svoboda nad Úpou;579734;město;Trutnov;1;3;775;2 062;270;538;7;0;Svoboda nad Úpou
CZ0525;5215;Špindlerův Mlýn;579742;město;Vrchlabí;4;4;7 694;1 119;160;222;37;34;Špindlerův Mlýn
CZ0525;5203;Trotina;579751;obec;Dvůr Králové nad Labem;1;1;158;87;16;16;1;0;Dvůr Králové nad Lab.
CZ0525;5214;Trutnov;579025;město;Trutnov;21;17;10 332;30 372;4 608;6 328;218;230;Trutnov
CZ0525;5203;Třebihošť;579769;obec;Dvůr Králové nad Labem;3;3;1 368;448;80;85;10;2;Dvůr Králové nad Lab.
CZ0525;5214;Úpice;579777;město;Trutnov;2;2;1 531;5 661;882;1 357;28;63;Úpice
CZ0525;5214;Velké Svatoňovice;579785;obec;Trutnov;2;3;1 735;1 267;198;253;17;8;Rtyně v Podkrkonoší
CZ0525;5203;Velký Vřešťov;579793;městys;Dvůr Králové nad Labem;1;1;849;230;37;44;3;0;Dvůr Králové nad Lab.
CZ0525;5203;Vilantice;574597;obec;Dvůr Králové nad Labem;2;1;492;202;43;38;3;0;Dvůr Králové nad Lab.
CZ0525;5203;Vítězná;579815;obec;Dvůr Králové nad Labem;7;4;2 475;1 444;251;242;12;10;Dvůr Králové nad Lab.
CZ0525;5214;Vlčice;579823;obec;Trutnov;1;2;1 974;526;97;88;22;10;Trutnov
CZ0525;5203;Vlčkovice v Podkrkonoší;579831;obec;Dvůr Králové nad Labem;2;2;1 181;365;49;64;2;3;Dvůr Králové nad Lab.
CZ0525;5215;Vrchlabí;579858;město;Vrchlabí;3;3;2 765;12 461;1 977;2 812;240;134;Vrchlabí
CZ0525;5203;Zábřezí-Řečice;548839;obec;Dvůr Králové nad Labem;2;1;245;144;24;36;0;1;Dvůr Králové nad Lab.
CZ0525;5203;Zdobín;548847;obec;Dvůr Králové nad Labem;1;1;210;123;17;26;0;1;Dvůr Králové nad Lab.
CZ0525;5214;Zlatá Olešnice;579866;obec;Trutnov;1;1;943;200;36;31;2;0;Trutnov
CZ0525;5214;Žacléř;579874;město;Trutnov;3;6;2 182;3 134;426;714;38;10;Žacléř
CZ0531;5304;Běstvina;571181;obec;Chrudim;5;4;1 408;545;76;137;12;5;Třemošnice
CZ0531;5304;Biskupice;573949;obec;Chrudim;1;1;274;80;16;12;0;0;Ronov nad Doubravou
CZ0531;5304;Bítovany;505005;obec;Chrudim;2;1;349;421;71;95;3;4;Chrast
CZ0531;5304;Bojanov;571202;městys;Chrudim;8;4;1 782;643;102;145;3;12;Nasavrky
CZ0531;5304;Bor u Skutče;547867;obec;Chrudim;1;1;435;139;18;32;1;2;Proseč
CZ0531;5304;Bořice;571229;obec;Chrudim;1;1;320;184;22;40;0;4;Chrast
CZ0531;5304;Bousov;571237;obec;Chrudim;2;1;380;210;26;37;0;3;Ronov nad Doubravou
CZ0531;5304;Bylany;571245;obec;Chrudim;1;1;368;444;87;58;10;15;Chrudim
CZ0531;5304;Ctětín;571253;obec;Chrudim;4;1;753;259;30;70;6;2;Nasavrky
CZ0531;5304;Čankovice;571270;obec;Chrudim;1;1;419;336;54;59;3;3;Chrast
CZ0531;5304;České Lhotice;571296;obec;Chrudim;2;1;563;117;19;32;0;1;Nasavrky
CZ0531;5302;Dědová;571300;obec;Hlinsko;1;1;390;138;16;34;0;0;Hlinsko
CZ0531;5304;Dolní Bezděkov;505030;obec;Chrudim;1;1;175;218;35;46;0;5;Chrudim
CZ0531;5304;Dřenice;504301;obec;Chrudim;1;1;255;398;75;64;14;8;Chrudim
CZ0531;5304;Dvakačovice;504955;obec;Chrudim;1;1;363;170;30;32;2;4;Chrudim
CZ0531;5302;Hamry;571377;obec;Hlinsko;1;1;382;233;34;62;2;5;Hlinsko
CZ0531;5304;Heřmanův Městec;571385;město;Chrudim;4;2;1 434;4 835;737;1 086;64;36;Heřmanův Městec
CZ0531;5302;Hlinsko;571393;město;Hlinsko;6;4;2 427;9 677;1 410;2 182;107;54;Hlinsko
CZ0531;5304;Hluboká;571407;obec;Chrudim;4;2;733;185;28;43;0;0;Skuteč
CZ0531;5304;Hodonín;547794;obec;Chrudim;1;1;695;81;11;15;2;1;Nasavrky
CZ0531;5302;Holetín;571440;obec;Hlinsko;3;2;1 067;805;125;128;13;11;Hlinsko
CZ0531;5304;Honbice;571458;obec;Chrudim;2;2;485;161;16;37;1;0;Chrast
CZ0531;5304;Horka;571466;obec;Chrudim;4;2;1 000;390;60;75;6;13;Chrast
CZ0531;5304;Horní Bradlo;571474;obec;Chrudim;7;4;2 033;443;51;116;2;3;Nasavrky
CZ0531;5304;Hošťalovice;571482;obec;Chrudim;2;2;450;143;27;31;2;0;Heřmanův Městec
CZ0531;5304;Hrochův Týnec;571491;město;Chrudim;5;4;1 250;2 021;348;382;50;9;Chrast
CZ0531;5304;Hroubovice;571504;obec;Chrudim;1;1;152;353;58;81;2;0;Chrast
CZ0531;5304;Chrast;571539;město;Chrudim;4;4;1 784;3 098;503;626;12;37;Chrast
CZ0531;5304;Chroustovice;571547;městys;Chrudim;7;6;2 161;1 253;203;258;8;14;Chrast
CZ0531;5304;Chrudim;571164;město;Chrudim;8;5;3 321;23 151;3 687;4 668;350;359;Chrudim
CZ0531;5302;Jeníkov;547816;obec;Hlinsko;1;1;582;463;84;73;8;0;Hlinsko
CZ0531;5304;Jenišovice;571563;obec;Chrudim;5;4;1 172;424;66;81;5;0;Chrast
CZ0531;5302;Kameničky;571571;obec;Hlinsko;2;2;783;780;126;137;20;7;Hlinsko
CZ0531;5302;Kladno;571580;obec;Hlinsko;1;1;426;253;38;48;2;0;Hlinsko
CZ0531;5304;Klešice;573787;obec;Chrudim;2;1;466;404;81;41;17;10;Heřmanův Městec
CZ0531;5304;Kněžice;574007;obec;Chrudim;1;1;460;147;20;36;0;0;Ronov nad Doubravou
CZ0531;5304;Kočí;571610;obec;Chrudim;1;1;706;640;114;90;12;13;Chrudim
CZ0531;5304;Kostelec u Heřmanova Městce;571628;obec;Chrudim;2;1;748;362;65;59;8;7;Heřmanův Městec
CZ0531;5304;Krásné;571652;obec;Chrudim;3;2;725;147;20;39;0;0;Nasavrky
CZ0531;5302;Krouna;571661;obec;Hlinsko;6;5;3 437;1 416;243;250;23;20;Hlinsko
CZ0531;5304;Křižanovice;547824;obec;Chrudim;1;1;313;120;17;28;0;1;Chrudim
CZ0531;5304;Lány;504807;obec;Chrudim;2;1;464;274;54;51;6;5;Heřmanův Městec
CZ0531;5304;Leštinka;571709;obec;Chrudim;1;1;160;156;28;28;2;3;Skuteč
CZ0531;5304;Libkov;571725;obec;Chrudim;1;1;381;79;11;20;0;3;Nasavrky
CZ0531;5304;Liboměřice;571733;obec;Chrudim;4;2;649;152;30;33;1;2;Chrudim
CZ0531;5304;Licibořice;547832;obec;Chrudim;3;1;925;249;53;42;4;3;Chrudim
CZ0531;5304;Lipovec;547875;obec;Chrudim;2;2;538;242;36;56;2;0;Ronov nad Doubravou
CZ0531;5304;Lozice;571750;obec;Chrudim;1;1;368;156;24;35;0;1;Chrast
CZ0531;5304;Lukavice;571768;obec;Chrudim;6;3;946;864;147;154;21;10;Chrudim
CZ0531;5304;Luže;571776;město;Chrudim;12;8;3 071;2 560;414;512;60;25;Luže
CZ0531;5304;Míčov-Sušice;571822;obec;Chrudim;5;5;1 237;268;29;85;4;2;Heřmanův Městec
CZ0531;5302;Miřetice;571831;obec;Hlinsko;8;3;1 714;1 288;193;256;24;28;Hlinsko
CZ0531;5304;Mladoňovice;571857;obec;Chrudim;8;4;1 240;351;53;76;6;4;Chrudim
CZ0531;5304;Morašice;571873;obec;Chrudim;5;5;1 301;728;127;141;21;18;Heřmanův Městec
CZ0531;5304;Mrákotín;554847;obec;Chrudim;2;1;518;346;55;68;2;1;Skuteč
CZ0531;5304;Nabočany;571890;obec;Chrudim;1;1;317;130;21;25;1;1;Chrast
CZ0531;5304;Načešice;571903;obec;Chrudim;2;2;904;619;115;116;19;22;Heřmanův Městec
CZ0531;5304;Nasavrky;571911;město;Chrudim;8;3;1 257;1 679;285;316;33;17;Nasavrky
CZ0531;5304;Orel;571962;obec;Chrudim;2;1;644;778;134;135;27;9;Chrudim
CZ0531;5304;Ostrov;574104;obec;Chrudim;1;1;418;205;34;30;1;2;Chrast
CZ0531;5302;Otradov;554952;obec;Hlinsko;1;1;554;272;36;56;1;1;Hlinsko
